Date,Year,Month,Product,Customer,Units_Sold,Revenue,Profit,Month_Name
2023-11-21,2023,11,Laptop,Customer_C,26,1474.4982160083114,203.78171158095472,November
2023-11-22,2023,11,Laptop,Customer_E,43,1042.1638966496644,189.6522003427882,November
2023-11-23,2023,11,Tablet,Customer_E,27,253.98781022453107,144.41327270216598,November
2023-11-24,2023,11,Headphones,Customer_D,5,518.3480837046416,120.13787625197665,November
2023-11-25,2023,11,Phone,Customer_A,20,1398.1916509532323,260.3667583758293,November
2023-11-26,2023,11,Phone,Customer_A,11,244.64863303157034,160.53371768950325,November
2023-11-27,2023,11,Tablet,Customer_B,10,1717.2931366926605,148.96274451262198,November
2023-11-28,2023,11,Phone,Customer_D,40,1040.7784013265514,17.43619908386635,November
2023-11-29,2023,11,Laptop,Customer_B,38,1013.1144969206312,108.96187001158535,November
2023-11-30,2023,11,Headphones,Customer_B,6,1225.5747908530834,120.25672944789855,November
2023-12-01,2023,12,Watch,Customer_B,8,1666.8938352577834,125.65860646010114,December
2023-12-02,2023,12,Phone,Customer_C,23,760.8374950141668,178.24998707592636,December
2023-12-03,2023,12,Laptop,Customer_C,47,1388.2306898622207,164.74473855079475,December
2023-12-04,2023,12,Watch,Customer_B,26,1174.890731592003,186.29247691009894,December
2023-12-05,2023,12,Headphones,Customer_D,46,607.3537133219005,231.8161458472172,December
2023-12-06,2023,12,Watch,Customer_A,43,1769.3969740748003,245.7658642276671,December
2023-12-07,2023,12,Laptop,Customer_D,12,1615.1094410531634,218.25569210568338,December
2023-12-08,2023,12,Watch,Customer_E,26,1351.0584858510085,287.1018718269311,December
2023-12-09,2023,12,Tablet,Customer_C,13,1716.1052852790597,15.287448976144873,December
2023-12-10,2023,12,Watch,Customer_A,40,1747.8589818236244,66.77561584822837,December
2023-12-11,2023,12,Phone,Customer_A,18,1445.889655758566,12.193233743661214,December
2023-12-12,2023,12,Phone,Customer_E,25,1690.325323890977,197.76766710483489,December
2023-12-13,2023,12,Tablet,Customer_E,33,1425.1957771716388,270.4288591954962,December
2023-12-14,2023,12,Laptop,Customer_B,47,1392.2674663445707,80.60986600712678,December
2023-12-15,2023,12,Phone,Customer_C,40,1275.3616186088502,278.8400179909289,December
2023-12-16,2023,12,Headphones,Customer_C,43,1530.1616151595183,27.477543183972646,December
2023-12-17,2023,12,Phone,Customer_D,12,401.34970005684005,280.98644777359914,December
2023-12-18,2023,12,Phone,Customer_B,44,1773.654442477964,111.97057929949398,December
2023-12-19,2023,12,Laptop,Customer_B,36,1756.5027027159408,39.41204025027279,December
2023-12-20,2023,12,Watch,Customer_B,48,155.56983776566238,150.90281016403443,December
2023-12-21,2023,12,Phone,Customer_B,4,1669.0518260730491,84.4652046389473,December
2023-12-22,2023,12,Tablet,Customer_C,5,344.8527481995459,92.61314156895762,December
2023-12-23,2023,12,Watch,Customer_C,37,736.7258230923696,99.11408982862311,December
2023-12-24,2023,12,Headphones,Customer_B,8,1512.6656869540548,242.8775103714724,December
2023-12-25,2023,12,Laptop,Customer_D,42,405.44380249178556,166.3567702358238,December
2023-12-26,2023,12,Headphones,Customer_A,49,1654.137345826218,100.27923275524105,December
2023-12-27,2023,12,Watch,Customer_A,28,1681.0549381197097,186.99679716016632,December
2023-12-28,2023,12,Watch,Customer_D,31,1064.1886941455887,217.68369552472615,December
2023-12-29,2023,12,Watch,Customer_B,9,112.1331562619838,89.0609602127248,December
2023-12-30,2023,12,Headphones,Customer_C,29,645.3724530323343,129.92923944235196,December
2023-12-31,2023,12,Watch,Customer_A,14,1272.1611449139102,45.34696706771479,December
